American Century Large Company Value Fund Institutional Class ,(ALVSX),+6.99%,Year-to-Date,Large value,Style or Category,Average,Morningstar Risk Rating™
American Century Large Company Value Fund Investor Class ,(ALVIX),+6.99%,Year-to-Date,Large value,Style or Category,Average,Morningstar Risk Rating™
American Century Mid Cap Value Fund A Class ,(ACLAX),+13.25%,Year-to-Date,Mid-cap value,Style or Category,Low,Morningstar Risk Rating™
American Century Mid Cap Value Fund C Class ,(ACCLX),+13.20%,Year-to-Date,Mid-cap value,Style or Category,Low,Morningstar Risk Rating™
American Century Mid Cap Value Fund R Class ,(AMVRX),+13.27%,Year-to-Date,Mid-cap value,Style or Category,Low,Morningstar Risk Rating™
American Century Mid Cap Value Fund R6 Class ,(AMDVX),+13.22%,Year-to-Date,Mid-cap value,Style or Category,Low,Morningstar Risk Rating™
American Century Mid Cap Value Fund Institutional Class ,(AVUAX),+13.29%,Year-to-Date,Mid-cap value,Style or Category,Low,Morningstar Risk Rating™
American Century Mid Cap Value Fund Investor Class ,(ACMVX),+13.30%,Year-to-Date,Mid-cap value,Style or Category,Low,Morningstar Risk Rating™
American Century NT Global Real Estate Fund R6 Class ,(ANRDX),+9.47%,Year-to-Date,Global real estate,Style or Category,--,Morningstar Risk Rating™
American Century NT Global Real Estate Fund Institutional Class ,(ANRHX),+9.36%,Year-to-Date,Global real estate,Style or Category,--,Morningstar Risk Rating™
American Century NT Global Real Estate Fund Investor Class ,(ANREX),+9.26%,Year-to-Date,Global real estate,Style or Category,--,Morningstar Risk Rating™
American Century NT Large Company Value Fund R6 Class ,(ACDLX),+6.59%,Year-to-Date,Large value,Style or Category,Above Average,Morningstar Risk Rating™
American Century NT Large Company Value Fund Institutional Class ,(ACLLX),+6.59%,Year-to-Date,Large value,Style or Category,Average,Morningstar Risk Rating™
American Century NT Mid Cap Value Fund R6 Class ,(ACDSX),+13.53%,Year-to-Date,Mid-cap value,Style or Category,Low,Morningstar Risk Rating™
American Century NT Mid Cap Value Fund Institutional Class ,(ACLMX),+13.43%,Year-to-Date,Mid-cap value,Style or Category,Low,Morningstar Risk Rating™
American Century Real Estate Fund A Class ,(AREEX),+11.07%,Year-to-Date,Real estate,Style or Category,Above Average,Morningstar Risk Rating™
American Century Real Estate Fund C Class ,(ARYCX),+10.96%,Year-to-Date,Real estate,Style or Category,Average,Morningstar Risk Rating™
American Century Real Estate Fund R Class ,(AREWX),+11.08%,Year-to-Date,Real estate,Style or Category,Average,Morningstar Risk Rating™
American Century Real Estate Fund R6 Class ,(AREDX),+11.08%,Year-to-Date,Real estate,Style or Category,Average,Morningstar Risk Rating™
American Century Real Estate Fund Institutional Class ,(REAIX),+11.08%,Year-to-Date,Real estate,Style or Category,Above Average,Morningstar Risk Rating™
American Century Real Estate Fund Investor Class ,(REACX),+11.07%,Year-to-Date,Real estate,Style or Category,Above Average,Morningstar Risk Rating™
American Century Small Cap Value Fund A Class ,(ACSCX),+10.49%,Year-to-Date,Small value,Style or Category,Average,Morningstar Risk Rating™
American Century Small Cap Value Fund C Class ,(ASVNX),+10.35%,Year-to-Date,Small value,Style or Category,Average,Morningstar Risk Rating™
American Century Small Cap Value Fund R Class ,(ASVRX),+10.51%,Year-to-Date,Small value,Style or Category,Average,Morningstar Risk Rating™
American Century Small Cap Value Fund R6 Class ,(ASVDX),+10.60%,Year-to-Date,Small value,Style or Category,Above Average,Morningstar Risk Rating™
American Century Small Cap Value Fund Institutional Class ,(ACVIX),+10.60%,Year-to-Date,Small value,Style or Category,Average,Morningstar Risk Rating™
American Century Small Cap Value Fund Investor Class ,(ASVIX),+10.54%,Year-to-Date,Small value,Style or Category,Average,Morningstar Risk Rating™
American Century Value Fund A Class ,(TWADX),+10.41%,Year-to-Date,Large value,Style or Category,Below Average,Morningstar Risk Rating™
American Century Value Fund C Class ,(ACLCX),+10.43%,Year-to-Date,Large value,Style or Category,Below Average,Morningstar Risk Rating™
American Century Value Fund R Class ,(AVURX),+10.41%,Year-to-Date,Large value,Style or Category,Below Average,Morningstar Risk Rating™
American Century Value Fund R6 Class ,(AVUDX),+10.25%,Year-to-Date,Large value,Style or Category,Below Average,Morningstar Risk Rating™
American Century Value Fund Institutional Class ,(AVLIX),+10.25%,Year-to-Date,Large value,Style or Category,Below Average,Morningstar Risk Rating™
American Century Value Fund Investor Class ,(TWVLX),+10.41%,Year-to-Date,Large value,Style or Category,Below Average,Morningstar Risk Rating™
American Century Investments Capital Preservation Fund Investor Class ,(CPFXX),-99.00%,Year-to-Date,Money market-taxable,Style or Category,--,Morningstar Risk Rating™
American Century Investments Ginnie Mae Fund Class A ,(BGNAX),+1.03%,Year-to-Date,Intermediate government,Style or Category,Below Average,Morningstar Risk Rating™
American Century Investments Ginnie Mae Fund Class C ,(BGNCX),+0.93%,Year-to-Date,Intermediate government,Style or Category,Below Average,Morningstar Risk Rating™
American Century Investments Ginnie Mae Fund Class R ,(AGMWX),+1.03%,Year-to-Date,Intermediate government,Style or Category,Average,Morningstar Risk Rating™
American Century Investments Ginnie Mae Fund Institutional Class ,(AGMNX),+1.03%,Year-to-Date,Intermediate government,Style or Category,Below Average,Morningstar Risk Rating™
American Century Investments Ginnie Mae Fund Investor Class ,(BGNMX),+1.03%,Year-to-Date,Intermediate government,Style or Category,Below Average,Morningstar Risk Rating™
American Century Government Bond Fund Class A ,(ABTAX),+2.80%,Year-to-Date,Intermediate government,Style or Category,Above Average,Morningstar Risk Rating™
American Century Government Bond Fund Class C ,(ABTCX),+2.80%,Year-to-Date,Intermediate government,Style or Category,Average,Morningstar Risk Rating™
American Century Government Bond Fund Class R ,(ABTRX),+2.80%,Year-to-Date,Intermediate government,Style or Category,Above Average,Morningstar Risk Rating™
American Century Government Bond Fund Institutional Class ,(ABTIX),+2.80%,Year-to-Date,Intermediate government,Style or Category,Above Average,Morningstar Risk Rating™
American Century Government Bond Fund Investor Class ,(CPTNX),+2.71%,Year-to-Date,Intermediate government,Style or Category,Above Average,Morningstar Risk Rating™
American Century Inflation Adjusted Bond Fund Class A ,(AIAVX),+6.05%,Year-to-Date,Inflation-protected bond,Style or Category,Average,Morningstar Risk Rating™
American Century Inflation Adjusted Bond Fund Class C ,(AINOX),+5.77%,Year-to-Date,Inflation-protected bond,Style or Category,Above Average,Morningstar Risk Rating™
American Century Inflation Adjusted Bond Fund Class R ,(AIARX),+5.93%,Year-to-Date,Inflation-protected bond,Style or Category,Above Average,Morningstar Risk Rating™
American Century Inflation Adjusted Bond Fund Institutional Class ,(AIANX),+6.13%,Year-to-Date,Inflation-protected bond,Style or Category,Above Average,Morningstar Risk Rating™
American Century Inflation Adjusted Bond Fund Investor Class ,(ACITX),+6.13%,Year-to-Date,Inflation-protected bond,Style or Category,Average,Morningstar Risk Rating™
American Century Short Term Government Fund Class A ,(TWAVX),+0.42%,Year-to-Date,Short government,Style or Category,Below Average,Morningstar Risk Rating™
American Century Short Term Government Fund Class C ,(TWACX),+0.21%,Year-to-Date,Short government,Style or Category,Below Average,Morningstar Risk Rating™
American Century Short Term Government Fund Class R ,(TWARX),+0.42%,Year-to-Date,Short government,Style or Category,Below Average,Morningstar Risk Rating™
American Century Short Term Government Fund Institutional Class ,(TWUOX),+0.42%,Year-to-Date,Short government,Style or Category,Below Average,Morningstar Risk Rating™
American Century Short Term Government Fund Investor Class ,(TWUSX),+0.42%,Year-to-Date,Short government,Style or Category,Below Average,Morningstar Risk Rating™
American Century Adaptive All Cap Fund Advisor Class ,(ACMFX),+8.10%,Year-to-Date,Mid-cap blend,Style or Category,Below Average,Morningstar Risk Rating™
American Century Adaptive All Cap Fund Class R ,(ACMEX),+7.90%,Year-to-Date,Mid-cap blend,Style or Category,Below Average,Morningstar Risk Rating™
American Century Adaptive All Cap Fund Institutional Class ,(ACMHX),+8.38%,Year-to-Date,Mid-cap blend,Style or Category,Below Average,Morningstar Risk Rating™
American Century Adaptive All Cap Fund Investor Class ,(ACMNX),+8.26%,Year-to-Date,Mid-cap blend,Style or Category,Below Average,Morningstar Risk Rating™
American Century Investments Focused Dynamic Growth Fund Advisor Class ,(ACFDX),+10.42%,Year-to-Date,Large blend,Style or Category,Above Average,Morningstar Risk Rating™
American Century Investments Focused Dynamic Growth Fund Class R ,(ACFCX),+10.28%,Year-to-Date,Large blend,Style or Category,Above Average,Morningstar Risk Rating™
American Century Investments Focused Dynamic Growth Fund Institutional Class ,(ACFSX),+10.78%,Year-to-Date,Large blend,Style or Category,Above Average,Morningstar Risk Rating™
American Century Investments Focused Dynamic Growth Fund Investor Class ,(ACFOX),+10.62%,Year-to-Date,Large blend,Style or Category,Above Average,Morningstar Risk Rating™
American Century Legacy Large Cap Fund Advisor Class ,(ACGDX),+5.41%,Year-to-Date,Large growth,Style or Category,Below Average,Morningstar Risk Rating™
American Century Legacy Large Cap Fund Class R ,(ACGEX),+5.37%,Year-to-Date,Large growth,Style or Category,Below Average,Morningstar Risk Rating™
American Century Legacy Large Cap Fund Institutional Class ,(ACGHX),+5.38%,Year-to-Date,Large growth,Style or Category,Below Average,Morningstar Risk Rating™
American Century Legacy Large Cap Fund Investor Class ,(ACGOX),+5.39%,Year-to-Date,Large growth,Style or Category,Below Average,Morningstar Risk Rating™
American Century Emerging Markets Debt Fund A Class ,(AEDQX),+8.58%,Year-to-Date,Emerging markets bond,Style or Category,--,Morningstar Risk Rating™
American Century Emerging Markets Debt Fund C Class ,(AEDHX),+8.70%,Year-to-Date,Emerging markets bond,Style or Category,--,Morningstar Risk Rating™
American Century Emerging Markets Debt Fund R Class ,(AEDWX),+8.69%,Year-to-Date,Emerging markets bond,Style or Category,--,Morningstar Risk Rating™
American Century Emerging Markets Debt Fund R6 Class ,(AEXDX),+8.57%,Year-to-Date,Emerging markets bond,Style or Category,--,Morningstar Risk Rating™
American Century Emerging Markets Debt Fund Institutional Class ,(AEDJX),+8.57%,Year-to-Date,Emerging markets bond,Style or Category,--,Morningstar Risk Rating™
American Century Emerging Markets Debt Fund Investor Class ,(AEDVX),+8.68%,Year-to-Date,Emerging markets bond,Style or Category,--,Morningstar Risk Rating™
American Century Global Bond Fund A Class ,(AGBAX),+5.85%,Year-to-Date,World bond,Style or Category,Below Average,Morningstar Risk Rating™
American Century Global Bond Fund C Class ,(AGBTX),+5.38%,Year-to-Date,World bond,Style or Category,Below Average,Morningstar Risk Rating™
American Century Global Bond Fund R Class ,(AGBRX),+5.77%,Year-to-Date,World bond,Style or Category,Below Average,Morningstar Risk Rating™
American Century Global Bond Fund R6 Class ,(AGBDX),+6.35%,Year-to-Date,World bond,Style or Category,Below Average,Morningstar Risk Rating™
American Century Global Bond Fund Institutional Class ,(AGBNX),+6.35%,Year-to-Date,World bond,Style or Category,Below Average,Morningstar Risk Rating™
American Century Global Bond Fund Investor Class ,(AGBVX),+6.15%,Year-to-Date,World bond,Style or Category,Below Average,Morningstar Risk Rating™
American Century International Bond Fund A Class ,(AIBDX),+11.61%,Year-to-Date,World bond,Style or Category,Above Average,Morningstar Risk Rating™
American Century International Bond Fund C Class ,(AIQCX),+11.05%,Year-to-Date,World bond,Style or Category,Above Average,Morningstar Risk Rating™
American Century International Bond Fund R Class ,(AIBRX),+11.46%,Year-to-Date,World bond,Style or Category,Above Average,Morningstar Risk Rating™
American Century International Bond Fund R6 Class ,(AIDDX),+11.98%,Year-to-Date,World bond,Style or Category,Above Average,Morningstar Risk Rating™
American Century International Bond Fund Institutional Class ,(AIDIX),+11.98%,Year-to-Date,World bond,Style or Category,Above Average,Morningstar Risk Rating™
American Century International Bond Fund Investor Class ,(BEGBX),+11.80%,Year-to-Date,World bond,Style or Category,Above Average,Morningstar Risk Rating™
American Century Core Plus Fund Class A ,(ACCQX),+4.25%,Year-to-Date,Intermediate-term bond,Style or Category,Average,Morningstar Risk Rating™
American Century Core Plus Fund Class C ,(ACCKX),+4.25%,Year-to-Date,Intermediate-term bond,Style or Category,Average,Morningstar Risk Rating™
American Century Core Plus Fund Class R ,(ACCPX),+4.25%,Year-to-Date,Intermediate-term bond,Style or Category,Average,Morningstar Risk Rating™
American Century Core Plus Fund Institutional Class ,(ACCUX),+4.25%,Year-to-Date,Intermediate-term bond,Style or Category,Average,Morningstar Risk Rating™
American Century Core Plus Fund Investor Class ,(ACCNX),+4.35%,Year-to-Date,Intermediate-term bond,Style or Category,Average,Morningstar Risk Rating™
American Century Diversified Bond Fund A Class ,(ADFAX),+3.95%,Year-to-Date,Intermediate-term bond,Style or Category,Average,Morningstar Risk Rating™
American Century Diversified Bond Fund C Class ,(CDBCX),+3.95%,Year-to-Date,Intermediate-term bond,Style or Category,Average,Morningstar Risk Rating™
American Century Diversified Bond Fund R Class ,(ADVRX),+3.95%,Year-to-Date,Intermediate-term bond,Style or Category,Average,Morningstar Risk Rating™
American Century Diversified Bond Fund R6 Class ,(ADDVX),+3.95%,Year-to-Date,Intermediate-term bond,Style or Category,Average,Morningstar Risk Rating™
American Century Diversified Bond Fund Institutional Class ,(ACBPX),+3.95%,Year-to-Date,Intermediate-term bond,Style or Category,Average,Morningstar Risk Rating™
American Century Diversified Bond Fund Investor Class ,(ADFIX),+3.95%,Year-to-Date,Intermediate-term bond,Style or Category,Average,Morningstar Risk Rating™
American Century High-Yield Fund A Class ,(AHYVX),+7.97%,Year-to-Date,High yield bond,Style or Category,Average,Morningstar Risk Rating™
American Century High-Yield Fund C Class ,(AHDCX),+7.97%,Year-to-Date,High yield bond,Style or Category,Average,Morningstar Risk Rating™
American Century High-Yield Fund R Class ,(AHYRX),+7.97%,Year-to-Date,High yield bond,Style or Category,Average,Morningstar Risk Rating™
American Century High-Yield Fund R6 Class ,(AHYDX),+7.98%,Year-to-Date,High yield bond,Style or Category,Above Average,Morningstar Risk Rating™
American Century High-Yield Fund Institutional Class ,(ACYIX),+7.97%,Year-to-Date,High yield bond,Style or Category,Average,Morningstar Risk Rating™
American Century High-Yield Fund Investor Class ,(ABHIX),+7.98%,Year-to-Date,High yield bond,Style or Category,Average,Morningstar Risk Rating™
American Century NT Diversified Bond Fund R6 Class ,(ACDDX),+3.96%,Year-to-Date,Intermediate-term bond,Style or Category,Average,Morningstar Risk Rating™
American Century NT Diversified Bond Fund Institutional Class ,(ACLDX),+3.96%,Year-to-Date,Intermediate-term bond,Style or Category,Average,Morningstar Risk Rating™
American Century Investments Prime Money Market Fund Class A ,(ACAXX),-99.00%,Year-to-Date,Prime money market,Style or Category,--,Morningstar Risk Rating™
American Century Investment Trust Prime Money Market Fund Investor Class ,(ARCXX),-99.00%,Year-to-Date,Prime money market,Style or Category,--,Morningstar Risk Rating™
American Century Investment Trust Prime Money Market Fund Investor Class ,(BPRXX),-99.00%,Year-to-Date,Prime money market,Style or Category,--,Morningstar Risk Rating™
American Century Short Duration Fund Class A ,(ACSQX),+0.78%,Year-to-Date,Short-term bond,Style or Category,Below Average,Morningstar Risk Rating™
American Century Short Duration Fund Class C ,(ACSKX),+0.88%,Year-to-Date,Short-term bond,Style or Category,Below Average,Morningstar Risk Rating™
American Century Short Duration Fund Class R ,(ACSPX),+0.88%,Year-to-Date,Short-term bond,Style or Category,Below Average,Morningstar Risk Rating™
American Century Short Duration Fund Institutional Class ,(ACSUX),+0.78%,Year-to-Date,Short-term bond,Style or Category,Below Average,Morningstar Risk Rating™
American Century Short Duration Fund Investor Class ,(ACSNX),+0.78%,Year-to-Date,Short-term bond,Style or Category,Below Average,Morningstar Risk Rating™
American Century Short Duration Inflation Protection Bond Fund A Class ,(APOAX),+2.94%,Year-to-Date,Inflation-protected bond,Style or Category,Low,Morningstar Risk Rating™
American Century Short Duration Inflation Protection Bond Fund C Class ,(APOCX),+2.39%,Year-to-Date,Inflation-protected bond,Style or Category,Low,Morningstar Risk Rating™
American Century Short Duration Inflation Protection Bond Fund R Class ,(APORX),+2.79%,Year-to-Date,Inflation-protected bond,Style or Category,Low,Morningstar Risk Rating™
American Century Short Duration Inflation Protection Bond Fund R6 Class ,(APODX),+3.30%,Year-to-Date,Inflation-protected bond,Style or Category,Low,Morningstar Risk Rating™
American Century Short Duration Inflation Protection Bond Fund Institutional Class ,(APISX),+3.30%,Year-to-Date,Inflation-protected bond,Style or Category,Low,Morningstar Risk Rating™
American Century Short Duration Inflation Protection Bond Fund Investor Class ,(APOIX),+3.12%,Year-to-Date,Inflation-protected bond,Style or Category,Low,Morningstar Risk Rating™
American Century Short Duration Strategic Income Fund A Class ,(ASADX),+2.36%,Year-to-Date,Short-term bond,Style or Category,--,Morningstar Risk Rating™
American Century Short Duration Strategic Income Fund C Class ,(ASCDX),+2.36%,Year-to-Date,Short-term bond,Style or Category,--,Morningstar Risk Rating™
American Century Short Duration Strategic Income Fund R Class ,(ASDRX),+2.36%,Year-to-Date,Short-term bond,Style or Category,--,Morningstar Risk Rating™
American Century Short Duration Strategic Income Fund R6 Class ,(ASXDX),+2.36%,Year-to-Date,Short-term bond,Style or Category,--,Morningstar Risk Rating™
American Century Short Duration Strategic Income Fund Institutional Class ,(ASDJX),+2.36%,Year-to-Date,Short-term bond,Style or Category,--,Morningstar Risk Rating™
American Century Short Duration Strategic Income Fund Investor Class ,(ASDVX),+2.25%,Year-to-Date,Short-term bond,Style or Category,--,Morningstar Risk Rating™
American Century Strategic Income Fund A Class ,(ASIQX),+4.83%,Year-to-Date,Multisector bond,Style or Category,--,Morningstar Risk Rating™
American Century Strategic Income Fund C Class ,(ASIHX),+4.83%,Year-to-Date,Multisector bond,Style or Category,--,Morningstar Risk Rating™
American Century Strategic Income Fund R Class ,(ASIWX),+4.83%,Year-to-Date,Multisector bond,Style or Category,--,Morningstar Risk Rating™
American Century Strategic Income Fund R6 Class ,(ASIPX),+4.83%,Year-to-Date,Multisector bond,Style or Category,--,Morningstar Risk Rating™
American Century Strategic Income Fund Institutional Class ,(ASIJX),+4.83%,Year-to-Date,Multisector bond,Style or Category,--,Morningstar Risk Rating™
American Century Strategic Income Fund Investor Class ,(ASIEX),+4.83%,Year-to-Date,Multisector bond,Style or Category,--,Morningstar Risk Rating™
American Century U.S. Government Money Market Fund A Class ,(AGQXX),--,Year-to-Date,Money market-taxable,Style or Category,--,Morningstar Risk Rating™
American Century U.S. Government Money Market Fund C Class ,(AGHXX),--,Year-to-Date,Money market-taxable,Style or Category,--,Morningstar Risk Rating™
American Century U.S. Government Money Market Fund Investor Class ,(TCRXX),-99.00%,Year-to-Date,Money market-taxable,Style or Category,--,Morningstar Risk Rating™
American Century High Yield Municipal Fund Class A ,(AYMAX),+3.47%,Year-to-Date,High yield muni,Style or Category,Average,Morningstar Risk Rating™
American Century High Yield Municipal Fund Class C ,(AYMCX),+3.58%,Year-to-Date,High yield muni,Style or Category,Average,Morningstar Risk Rating™
American Century High Yield Municipal Fund Institutional Class ,(AYMIX),+3.47%,Year-to-Date,High yield muni,Style or Category,Below Average,Morningstar Risk Rating™
American Century High Yield Municipal Fund Investor Class ,(ABHYX),+3.47%,Year-to-Date,High yield muni,Style or Category,Average,Morningstar Risk Rating™
American Century Intermediate Term Tax-Free Bond Fund Class A ,(TWWOX),+1.31%,Year-to-Date,Muni national interm,Style or Category,Below Average,Morningstar Risk Rating™
American Century Intermediate Term Tax-Free Bond Fund Class C ,(TWTCX),+1.31%,Year-to-Date,Muni national interm,Style or Category,Below Average,Morningstar Risk Rating™
American Century Intermediate Term Tax-Free Bond Fund Institutional Class ,(AXBIX),+1.31%,Year-to-Date,Muni national interm,Style or Category,Below Average,Morningstar Risk Rating™
American Century Intermediate Term Tax-Free Bond Fund Investor Class ,(TWTIX),+1.31%,Year-to-Date,Muni national interm,Style or Category,Below Average,Morningstar Risk Rating™
American Century Investments Tax-Free Money Market Fund Investor Class ,(BNTXX),-99.00%,Year-to-Date,Money market-tax-free,Style or Category,--,Morningstar Risk Rating™
American Century Adaptive Equity Fund Institutional Class ,(AVDIX),+9.46%,Year-to-Date,Large blend,Style or Category,Above Average,Morningstar Risk Rating™
American Century Adaptive Equity Fund Investor Class ,(AMVIX),+9.24%,Year-to-Date,Large blend,Style or Category,Above Average,Morningstar Risk Rating™
American Century All Cap Growth Fund A Class ,(ACAQX),+4.74%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
American Century All Cap Growth Fund C Class ,(ACAHX),+4.19%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
American Century All Cap Growth Fund R Class ,(ACAWX),+4.56%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
American Century All Cap Growth Fund Institutional Class ,(ACAJX),+5.09%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
American Century All Cap Growth Fund Investor Class ,(TWGTX),+4.94%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
American Century Balanced Fund Institutional Class ,(ABINX),+5.49%,Year-to-Date,Allocation--50% to 70% equity,Style or Category,Below Average,Morningstar Risk Rating™
American Century Balanced Fund Investor Class ,(TWBIX),+5.43%,Year-to-Date,Allocation--50% to 70% equity,Style or Category,Below Average,Morningstar Risk Rating™
American Century Capital Value Fund Class A ,(ACCVX),+7.33%,Year-to-Date,Large value,Style or Category,Average,Morningstar Risk Rating™
American Century Capital Value Fund Institutional Class ,(ACPIX),+7.66%,Year-to-Date,Large value,Style or Category,Average,Morningstar Risk Rating™
American Century Capital Value Fund Investor Class ,(ACTIX),+7.43%,Year-to-Date,Large value,Style or Category,Average,Morningstar Risk Rating™
American Century Focused Growth Fund Class A ,(AFGAX),+4.52%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
American Century Focused Growth Fund Class C ,(AFGCX),+3.95%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
American Century Focused Growth Fund Class R ,(AFGRX),+4.30%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
American Century Focused Growth Fund Institutional Class ,(AFGNX),+4.85%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
American Century Focused Growth Fund Investor Class ,(AFSIX),+4.77%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
American Century Growth Fund A Class ,(TCRAX),+5.01%,Year-to-Date,Large growth,Style or Category,Below Average,Morningstar Risk Rating™
American Century Growth Fund C Class ,(TWRCX),+4.46%,Year-to-Date,Large growth,Style or Category,Below Average,Morningstar Risk Rating™
American Century Growth Fund R Class ,(AGWRX),+4.83%,Year-to-Date,Large growth,Style or Category,Below Average,Morningstar Risk Rating™
American Century Growth Fund R6 Class ,(AGRDX),+5.48%,Year-to-Date,Large growth,Style or Category,Below Average,Morningstar Risk Rating™
American Century Growth Fund Institutional Class ,(TWGIX),+5.37%,Year-to-Date,Large growth,Style or Category,Below Average,Morningstar Risk Rating™
American Century Growth Fund Investor Class ,(TWCGX),+5.24%,Year-to-Date,Large growth,Style or Category,Below Average,Morningstar Risk Rating™
American Century Heritage Fund A Class ,(ATHAX),+5.05%,Year-to-Date,Mid-cap growth,Style or Category,Above Average,Morningstar Risk Rating™
American Century Heritage Fund C Class ,(AHGCX),+4.47%,Year-to-Date,Mid-cap growth,Style or Category,Above Average,Morningstar Risk Rating™
American Century Heritage Fund R Class ,(ATHWX),+4.87%,Year-to-Date,Mid-cap growth,Style or Category,Average,Morningstar Risk Rating™
American Century Heritage Fund R6 Class ,(ATHDX),+5.46%,Year-to-Date,Mid-cap growth,Style or Category,Average,Morningstar Risk Rating™
American Century Heritage Fund Institutional Class ,(ATHIX),+5.35%,Year-to-Date,Mid-cap growth,Style or Category,Above Average,Morningstar Risk Rating™
American Century Heritage Fund Investor Class ,(TWHIX),+5.23%,Year-to-Date,Mid-cap growth,Style or Category,Above Average,Morningstar Risk Rating™
American Century New Opportunities Fund Class A ,(TWNAX),+6.05%,Year-to-Date,Mid-cap growth,Style or Category,High,Morningstar Risk Rating™
American Century New Opportunities Fund Class C ,(TWNCX),+5.41%,Year-to-Date,Mid-cap growth,Style or Category,High,Morningstar Risk Rating™
American Century New Opportunities Fund Class R ,(TWNRX),+5.85%,Year-to-Date,Mid-cap growth,Style or Category,High,Morningstar Risk Rating™
American Century New Opportunities Fund Institutional Class ,(TWNIX),+6.36%,Year-to-Date,Mid-cap growth,Style or Category,High,Morningstar Risk Rating™
American Century New Opportunities Fund Investor Class ,(TWNOX),+6.25%,Year-to-Date,Mid-cap growth,Style or Category,Above Average,Morningstar Risk Rating™
American Century NT Growth Fund R6 Class ,(ACDTX),+5.38%,Year-to-Date,Large growth,Style or Category,Below Average,Morningstar Risk Rating™
American Century NT Growth Fund Institutional Class ,(ACLTX),+5.31%,Year-to-Date,Large growth,Style or Category,Below Average,Morningstar Risk Rating™
American Century NT Heritage Fund R6 Class ,(ACDUX),+5.53%,Year-to-Date,Mid-cap growth,Style or Category,Average,Morningstar Risk Rating™
American Century NT Heritage Fund Institutional Class ,(ACLWX),+5.47%,Year-to-Date,Mid-cap growth,Style or Category,Average,Morningstar Risk Rating™
American Century Select Fund A Class ,(TWCAX),+4.66%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
American Century Select Fund C Class ,(ACSLX),+4.09%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
American Century Select Fund R Class ,(ASERX),+4.47%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
American Century Select Fund R6 Class ,(ASDEX),+5.11%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
American Century Select Fund Institutional Class ,(TWSIX),+5.00%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
American Century Select Fund Investor Class ,(TWCIX),+4.84%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
American Century Small Cap Growth Fund A Class ,(ANOAX),+8.87%,Year-to-Date,Small growth,Style or Category,Above Average,Morningstar Risk Rating™
American Century Small Cap Growth Fund C Class ,(ANOCX),+8.22%,Year-to-Date,Small growth,Style or Category,Above Average,Morningstar Risk Rating™
American Century Small Cap Growth Fund R Class ,(ANORX),+8.69%,Year-to-Date,Small growth,Style or Category,Above Average,Morningstar Risk Rating™
American Century Small Cap Growth Fund R6 Class ,(ANODX),+9.33%,Year-to-Date,Small growth,Style or Category,Above Average,Morningstar Risk Rating™
American Century Small Cap Growth Fund Institutional Class ,(ANONX),+9.20%,Year-to-Date,Small growth,Style or Category,Above Average,Morningstar Risk Rating™
American Century Small Cap Growth Fund Investor Class ,(ANOIX),+9.04%,Year-to-Date,Small growth,Style or Category,Above Average,Morningstar Risk Rating™
American Century Sustainable Equity Fund Class A ,(AFDAX),+5.66%,Year-to-Date,Large blend,Style or Category,Below Average,Morningstar Risk Rating™
American Century Sustainable Equity Fund Class C ,(AFDCX),+5.05%,Year-to-Date,Large blend,Style or Category,Below Average,Morningstar Risk Rating™
American Century Sustainable Equity Fund Class R ,(AFDRX),+5.44%,Year-to-Date,Large blend,Style or Category,Below Average,Morningstar Risk Rating™
American Century Sustainable Equity Fund Institutional Class ,(AFEIX),+5.92%,Year-to-Date,Large blend,Style or Category,Below Average,Morningstar Risk Rating™
American Century Sustainable Equity Fund Investor Class ,(AFDIX),+5.79%,Year-to-Date,Large blend,Style or Category,Below Average,Morningstar Risk Rating™
American Century Ultra® Fund A Class ,(TWUAX),+4.80%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
American Century Ultra® Fund C Class ,(TWCCX),+4.24%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
American Century Ultra® Fund R Class ,(AULRX),+4.61%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
American Century Ultra® Fund R6 Class ,(AULDX),+5.25%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
American Century Ultra® Fund Institutional Class ,(TWUIX),+5.13%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
